Opponent hand: 'A', Index: '1', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '328', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '329', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '330', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '331', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '332', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '333', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '334', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '335', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '336', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '337', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '338', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '339', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '340', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '341', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '342', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '343', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'B', Index: '344', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '345', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '346', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '347', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '348', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '349', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '350', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '351', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '352', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '353', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '354', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '355', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '356', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '357', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '358', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '359', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '360', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '361', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '362', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '363', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '364', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '365', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '366', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '367', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '368', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '369', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '370', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '371', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '372', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '373', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '374', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '375', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '376', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '377', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '378', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '379', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '380', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '381', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '382', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '383', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '384', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '385', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '386', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '387', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '388', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '389', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '390', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '391', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '392', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '393', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '394', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '395', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '396', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '397', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '398', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '399', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '400', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '401', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '402', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '403', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '404', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '405', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '406', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '407', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '408', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '409', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '410', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '411', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '412', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '413', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '414', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '415', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '416', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '417', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '418', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '419', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '420', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '421', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '422', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '423', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '424', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '425', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '426', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '427', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '428', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '429', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '430', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '431', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '432', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '433', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '434', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '435', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '436', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '437', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '438', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '439', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '440', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '441', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '442', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '443', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '444', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '445', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '446', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '447', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '448', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '449', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '450', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '451', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '452', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '453', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '454', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '455', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '456', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '457', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '458', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '459', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '460', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '461', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '462', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '463', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '464', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '465', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '466', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '467', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '468', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '469', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '470', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '471', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '472', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'B', Index: '473', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '474', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '475', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '476', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '477', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '478', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '479', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '480', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '481', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '482', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '483', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '484', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '485', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '486', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '487', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '488', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '489', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '490', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '491', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '492', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '493', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '494', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '495', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '496', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '497', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '498', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '499', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '500', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '501', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '502', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '503', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '504', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '505', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '506', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '507', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '508', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '509', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '510', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '511', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '512', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '513', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '514', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '515', Outcome: 'loss', My hand score: '2', Total score: '2'
